Date,Datasource,Campaign,Clicks,Impressions
17.01.2019,Google Adwords,New General Campaign - ITA - Mobile,38,635
17.01.2019,Google Adwords,New General Campaign - JPN - Desktop,1,56
17.01.2019,Google Adwords,New General Campaign - Latin - Desktop,40,1645
17.01.2019,Google Adwords,New General Campaign - Latin - Mobile,33,711
17.01.2019,Google Adwords,New General Campaign - MAL - Desktop,19,295
17.01.2019,Google Adwords,New General Campaign - MAL - Mobile,40,890
17.01.2019,Google Adwords,New General Campaign - NEL - Desktop,6,224
17.01.2019,Google Adwords,New General Campaign - NEL - Mobile,4,80
17.01.2019,Google Adwords,New General Campaign - NOR - Desktop,7,194
17.01.2019,Google Adwords,New General Campaign - NOR - Mobile,6,67
17.01.2019,Google Adwords,New General Campaign - NZE - Mobile,1,12
17.01.2019,Google Adwords,New General Campaign - OMA - Desktop,3,43
17.01.2019,Google Adwords,New General Campaign - OMA - Mobile,4,81
17.01.2019,Google Adwords,New General Campaign - POL - Desktop,14,838
17.01.2019,Google Adwords,New General Campaign - POL - Mobile,11,366
17.01.2019,Google Adwords,New General Campaign - POR - Desktop,7,195
17.01.2019,Google Adwords,New General Campaign - POR - Mobile,11,1078
17.01.2019,Google Adwords,New General Campaign - Rest - Desktop,82,1438
17.01.2019,Google Adwords,New General Campaign - Rest - Mobile,172,1868
17.01.2019,Google Adwords,New General Campaign - ROM - Desktop,18,826
17.01.2019,Google Adwords,New General Campaign - ROM - Mobile,22,357
17.01.2019,Google Adwords,New General Campaign - RUS - Desktop,10,490
17.01.2019,Google Adwords,New General Campaign - RUS - Mobile,15,340
17.01.2019,Google Adwords,New General Campaign - SAU - Desktop,18,409
17.01.2019,Google Adwords,New General Campaign - SAU - Mobile,39,495
17.01.2019,Google Adwords,New General Campaign - SKO - Desktop,6,137
17.01.2019,Google Adwords,New General Campaign - SKO - Mobile,2,11
17.01.2019,Google Adwords,New General Campaign - SLO - Desktop,3,186
17.01.2019,Google Adwords,New General Campaign - SLO - Mobile,4,99
17.01.2019,Google Adwords,New General Campaign - SWE - Desktop,16,271
17.01.2019,Google Adwords,New General Campaign - SWE - Mobile,4,172
17.01.2019,Google Adwords,New General Campaign - TAW - Desktop,10,399
17.01.2019,Google Adwords,New General Campaign - TAW - Mobile,2,69
17.01.2019,Google Adwords,New General Campaign - UAE - Desktop,14,398
17.01.2019,Google Adwords,New General Campaign - UAE - Mobile,22,233
17.01.2019,Google Adwords,New General Campaign - UK - Desktop,32,1461
17.01.2019,Google Adwords,New General Campaign - UK - Mobile,35,796
17.01.2019,Google Adwords,New General Campaign - USA - Desktop,48,1391
17.01.2019,Google Adwords,New General Campaign - USA - Mobile,93,2549
17.01.2019,Google Adwords,YouTube TrueView - Prio 2,1,266
17.01.2019,Google Analytics,B2B - Leads,14,880
17.01.2019,Google Analytics,GDN MSK - Push New,240,28618
17.01.2019,Google Analytics,GDN - Pocus Push,1,187
17.01.2019,Google Analytics,GDN Prospecting - App - Prio 1,5,2625
17.01.2019,Google Analytics,GDN Prospecting - App - Prio 2,247,19085
17.01.2019,Google Analytics,GDN Prospecting - Desktop - India,93,79183
17.01.2019,Google Analytics,GDN Prospecting - Desktop - Prio 1,35,26167
17.01.2019,Google Analytics,GDN Prospecting - Desktop - Prio 2,69,57212
17.01.2019,Google Analytics,GDN Prospecting - Desktop - Prio 3,137,127053
17.01.2019,Google Analytics,GDN Prospecting - Interstitials - Prio 1,1,18
17.01.2019,Google Analytics,GDN Prospecting - Interstitials - Prio 2,52,25160
17.01.2019,Google Analytics,GDN Prospecting - Mobile - Prio 1,23,2505
17.01.2019,Google Analytics,GDN Prospecting - Mobile - Prio 2,54,8949
17.01.2019,Google Analytics,GDN - Right Heart Push New,8,2377
17.01.2019,Google Analytics,GDN RMKT - App - Prio 1,27,1657
17.01.2019,Google Analytics,GDN RMKT - App - Prio 2,28,1864
17.01.2019,Google Analytics,GDN RMKT - Desktop - India,9,1443
17.01.2019,Google Analytics,GDN RMKT - Desktop - Prio 1,5,1815
17.01.2019,Google Analytics,GDN RMKT - Desktop - Prio 2,15,4041
17.01.2019,Google Analytics,GDN RMKT - Desktop - Prio 3,6,3245
17.01.2019,Google Analytics,GDN RMKT - Interstitials - Prio 1,22,1785
17.01.2019,Google Analytics,GDN RMKT - Interstitials - Prio 2,36,3527
17.01.2019,Google Analytics,GDN RMKT - Mobile - Prio 1,21,1436
17.01.2019,Google Analytics,GDN RMKT - Mobile - Prio 2,43,4243
17.01.2019,Google Analytics,GDN - Smart Display - Prio 1,92,5629
17.01.2019,Google Analytics,GDN Vascular - Push,24,3109
17.01.2019,Google Analytics,New General Campaign - Africa - Desktop,19,231
17.01.2019,Google Analytics,New General Campaign - Africa - Mobile,69,1191
17.01.2019,Google Analytics,New General Campaign - Asia - Desktop,3,197
17.01.2019,Google Analytics,New General Campaign - Asia - Mobile,5,168
17.01.2019,Google Analytics,New General Campaign - AUS - Desktop,19,550
17.01.2019,Google Analytics,New General Campaign - AUS - Mobile,6,548
17.01.2019,Google Analytics,New General Campaign - AUT - Desktop,15,699
17.01.2019,Google Analytics,New General Campaign - AUT - Mobile,21,512
17.01.2019,Google Analytics,New General Campaign - BEL - Desktop,5,205
17.01.2019,Google Analytics,New General Campaign - BEL - Mobile,7,161
17.01.2019,Google Analytics,New General Campaign - BUL - Desktop,10,251
17.01.2019,Google Analytics,New General Campaign - BUL - Mobile,19,318
17.01.2019,Google Analytics,New General Campaign - CAN - Desktop,15,339
17.01.2019,Google Analytics,New General Campaign - CAN - Mobile,27,935
17.01.2019,Google Analytics,New General Campaign - CH - Desktop,3,219
17.01.2019,Google Analytics,New General Campaign - CH - Mobile,2,63
17.01.2019,Google Analytics,New General Campaign - CRO - Desktop,7,201
17.01.2019,Google Analytics,New General Campaign - CRO - Mobile,10,256
17.01.2019,Google Analytics,New General Campaign - CZE - Desktop,9,439
17.01.2019,Google Analytics,New General Campaign - CZE - Mobile,3,73
17.01.2019,Google Analytics,New General Campaign - DEN - Desktop,5,138
17.01.2019,Google Analytics,New General Campaign - DEN - Mobile,5,96
17.01.2019,Google Analytics,New General Campaign - ESP - Desktop,7,489
17.01.2019,Google Analytics,New General Campaign - ESP - Mobile,9,196
17.01.2019,Google Analytics,New General Campaign - Europe - Desktop,65,1898
17.01.2019,Google Analytics,New General Campaign - Europe - Mobile,61,1301
17.01.2019,Google Analytics,New General Campaign - FIN - Desktop,7,315
17.01.2019,Google Analytics,New General Campaign - FIN - Mobile,1,55
17.01.2019,Google Analytics,New General Campaign - FRA - Desktop,14,789
17.01.2019,Google Analytics,New General Campaign - FRA - Mobile,29,306
17.01.2019,Google Analytics,New General Campaign - GER - Desktop,46,1523
17.01.2019,Google Analytics,New General Campaign - GER - Mobile,71,1489
17.01.2019,Google Analytics,New General Campaign - GRE - Desktop,13,390
17.01.2019,Google Analytics,New General Campaign - GRE - Mobile,13,325
17.01.2019,Google Analytics,New General Campaign - HKG - Desktop,2,187
17.01.2019,Google Analytics,New General Campaign - HKG - Mobile,6,117
17.01.2019,Google Analytics,New General Campaign - HUN - Desktop,6,131
17.01.2019,Google Analytics,New General Campaign - HUN - Mobile,3,105
17.01.2019,Google Analytics,New General Campaign - IND - Desktop,106,2550
17.01.2019,Google Analytics,New General Campaign - IND - Mobile,347,3209
17.01.2019,Google Analytics,New General Campaign - IRE - Desktop,6,148
17.01.2019,Google Analytics,New General Campaign - IRE - Mobile,4,171
17.01.2019,Google Analytics,New General Campaign - ISR - Desktop,3,107
17.01.2019,Google Analytics,New General Campaign - ISR - Mobile,4,92
17.01.2019,Google Analytics,New General Campaign - ITA - Desktop,41,1272
17.01.2019,Google Analytics,New General Campaign - ITA - Mobile,38,635
17.01.2019,Google Analytics,New General Campaign - JPN - Desktop,1,56
17.01.2019,Google Analytics,New General Campaign - Latin - Desktop,40,1645
17.01.2019,Google Analytics,New General Campaign - Latin - Mobile,33,711
17.01.2019,Google Analytics,New General Campaign - MAL - Desktop,19,295
17.01.2019,Google Analytics,New General Campaign - MAL - Mobile,40,890
17.01.2019,Google Analytics,New General Campaign - NEL - Desktop,6,224
17.01.2019,Google Analytics,New General Campaign - NEL - Mobile,4,80
17.01.2019,Google Analytics,New General Campaign - NOR - Desktop,7,194
17.01.2019,Google Analytics,New General Campaign - NOR - Mobile,6,67
17.01.2019,Google Analytics,New General Campaign - NZE - Mobile,1,12
17.01.2019,Google Analytics,New General Campaign - OMA - Desktop,3,43
17.01.2019,Google Analytics,New General Campaign - OMA - Mobile,4,81
17.01.2019,Google Analytics,New General Campaign - POL - Desktop,14,838
17.01.2019,Google Analytics,New General Campaign - POL - Mobile,11,366
17.01.2019,Google Analytics,New General Campaign - POR - Desktop,7,195
17.01.2019,Google Analytics,New General Campaign - POR - Mobile,11,1078
17.01.2019,Google Analytics,New General Campaign - Rest - Desktop,82,1438
17.01.2019,Google Analytics,New General Campaign - Rest - Mobile,172,1868
17.01.2019,Google Analytics,New General Campaign - ROM - Desktop,18,826
17.01.2019,Google Analytics,New General Campaign - ROM - Mobile,22,357
17.01.2019,Google Analytics,New General Campaign - RUS - Desktop,10,490
17.01.2019,Google Analytics,New General Campaign - RUS - Mobile,15,340
17.01.2019,Google Analytics,New General Campaign - SAU - Desktop,18,409
17.01.2019,Google Analytics,New General Campaign - SAU - Mobile,39,495
17.01.2019,Google Analytics,New General Campaign - SKO - Desktop,6,137
17.01.2019,Google Analytics,New General Campaign - SKO - Mobile,2,11
17.01.2019,Google Analytics,New General Campaign - SLO - Desktop,3,186
17.01.2019,Google Analytics,New General Campaign - SLO - Mobile,4,99
17.01.2019,Google Analytics,New General Campaign - SWE - Desktop,16,271
17.01.2019,Google Analytics,New General Campaign - SWE - Mobile,4,172
17.01.2019,Google Analytics,New General Campaign - TAW - Desktop,10,399
17.01.2019,Google Analytics,New General Campaign - TAW - Mobile,2,69
17.01.2019,Google Analytics,New General Campaign - UAE - Desktop,14,398
17.01.2019,Google Analytics,New General Campaign - UAE - Mobile,22,233
17.01.2019,Google Analytics,New General Campaign - UK - Desktop,32,1461
17.01.2019,Google Analytics,New General Campaign - UK - Mobile,35,796
17.01.2019,Google Analytics,New General Campaign - USA - Desktop,48,1391
17.01.2019,Google Analytics,New General Campaign - USA - Mobile,93,2549
17.01.2019,Google Analytics,YouTube TrueView - Prio 2 - Views,1,266
17.01.2019,Mailchimp,Funnel 166 - Abdominal BachelorClass - #1,36,
17.01.2019,Mailchimp,Funnel 166 - Echo BachelorClass- #1,41,
17.01.2019,Mailchimp,Funnel 166 - Echo Masterclass - #1,28,
17.01.2019,Mailchimp,Funnel 166 - Emergency BachelorClass - #1,8,
17.01.2019,Mailchimp,Funnel 166 - Multi Funnel - #1,58,
17.01.2019,Mailchimp,Funnel 166 - Musculoskeletal BachelorClass- #1,14,
17.01.2019,Mailchimp,Funnel 166 - Pediatric BachelorClass  - #1,6,
17.01.2019,Mailchimp,Funnel 166 - POCUS FocusClass- #1,9,
17.01.2019,Mailchimp,Funnel 166 - Right Heart MasterClass - #1,1,
17.01.2019,Mailchimp,Funnel 166 - Speckle Tracking Masterclass - #1,4,
17.01.2019,Mailchimp,Funnel 166 - TEE MasterClass - #1,2,
17.01.2019,Mailchimp,Funnel 166 - Vascular Lower Extremity BachelorClass - #1,7,
17.01.2019,Mailchimp,Leuven 2019 Speckle Tracking Offer (Prospects),186,
17.01.2019,Mailchimp,Leuven 2019 Speckle Tracking Offer (STE Buyers),92,
18.01.2019,Facebook Ads,American Society of Echocardio - Hawaii - Conference,1,22
18.01.2019,Facebook Ads,Lead Generation,1774,114474
18.01.2019,Facebook Ads,Like Ads,224,2235
18.01.2019,Google Adwords,B2B - Leads,10,553
18.01.2019,Google Adwords,GDN MSK - Push New,403,41759
18.01.2019,Google Adwords,GDN Prospecting - App - Prio 1,6,4436
18.01.2019,Google Adwords,GDN Prospecting - App - Prio 2,680,31496
18.01.2019,Google Adwords,GDN Prospecting - Desktop - India,93,74332
18.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 1,35,15255
18.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 2,74,56888
18.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 3,150,123497
18.01.2019,Google Adwords,GDN Prospecting - Interstitials - Prio 1,1,33
18.01.2019,Google Adwords,GDN Prospecting - Interstitials - Prio 2,55,26772
18.01.2019,Google Adwords,GDN Prospecting - Mobile - Prio 1,19,2638
18.01.2019,Google Adwords,GDN Prospecting - Mobile - Prio 2,61,10182
18.01.2019,Google Adwords,GDN - Right Heart Push New,6,1295
18.01.2019,Google Adwords,GDN RMKT - App - Prio 1,26,4071
18.01.2019,Google Adwords,GDN RMKT - App - Prio 2,16,931
18.01.2019,Google Adwords,GDN RMKT - Desktop - India,2,1510
18.01.2019,Google Adwords,GDN RMKT - Desktop - Prio 1,4,2366
18.01.2019,Google Adwords,GDN RMKT - Desktop - Prio 2,7,4099
18.01.2019,Google Adwords,GDN RMKT - Desktop - Prio 3,9,3246
18.01.2019,Google Adwords,GDN RMKT - Interstitials - Prio 1,11,1384
18.01.2019,Google Adwords,GDN RMKT - Interstitials - Prio 2,9,545
18.01.2019,Google Adwords,GDN RMKT - Mobile - Prio 1,25,1471
18.01.2019,Google Adwords,GDN RMKT - Mobile - Prio 2,37,4134
18.01.2019,Google Adwords,GDN - Smart Display - Prio 1,72,6449
18.01.2019,Google Adwords,GDN Vascular - Push,8,500
18.01.2019,Google Adwords,New General Campaign - Africa - Desktop,17,476
18.01.2019,Google Adwords,New General Campaign - Africa - Mobile,83,1136
18.01.2019,Google Adwords,New General Campaign - Arab - Desktop,4,18
18.01.2019,Google Adwords,New General Campaign - Arab - Mobile,9,81
18.01.2019,Google Adwords,New General Campaign - Asia - Desktop,7,140
18.01.2019,Google Adwords,New General Campaign - Asia - Mobile,9,129
18.01.2019,Google Adwords,New General Campaign - AUS - Desktop,13,685
18.01.2019,Google Adwords,New General Campaign - AUS - Mobile,19,509
18.01.2019,Google Adwords,New General Campaign - AUT - Desktop,15,644
18.01.2019,Google Adwords,New General Campaign - AUT - Mobile,15,409
18.01.2019,Google Adwords,New General Campaign - BEL - Desktop,10,222
18.01.2019,Google Adwords,New General Campaign - BEL - Mobile,2,95
18.01.2019,Google Adwords,New General Campaign - BUL - Desktop,7,203
18.01.2019,Google Adwords,New General Campaign - BUL - Mobile,12,234
18.01.2019,Google Adwords,New General Campaign - CAN - Desktop,10,423
18.01.2019,Google Adwords,New General Campaign - CAN - Mobile,28,935
18.01.2019,Google Adwords,New General Campaign - CH - Desktop,6,181
18.01.2019,Google Adwords,New General Campaign - CH - Mobile,3,81
18.01.2019,Google Adwords,New General Campaign - CRO - Desktop,6,182
18.01.2019,Google Adwords,New General Campaign - CRO - Mobile,11,226
18.01.2019,Google Adwords,New General Campaign - CZE - Desktop,7,378
18.01.2019,Google Adwords,New General Campaign - CZE - Mobile,5,132
18.01.2019,Google Adwords,New General Campaign - DEN - Desktop,6,187
18.01.2019,Google Adwords,New General Campaign - ESP - Desktop,8,657
18.01.2019,Google Adwords,New General Campaign - ESP - Mobile,7,171
18.01.2019,Google Adwords,New General Campaign - Europe - Desktop,47,1563
18.01.2019,Google Adwords,New General Campaign - Europe - Mobile,67,1011
18.01.2019,Google Adwords,New General Campaign - FIN - Desktop,3,247
18.01.2019,Google Adwords,New General Campaign - FIN - Mobile,2,50
18.01.2019,Google Adwords,New General Campaign - FRA - Desktop,11,555
18.01.2019,Google Adwords,New General Campaign - FRA - Mobile,22,330
18.01.2019,Google Adwords,New General Campaign - GER - Desktop,35,1648
18.01.2019,Google Adwords,New General Campaign - GER - Mobile,80,2065
18.01.2019,Google Adwords,New General Campaign - GRE - Desktop,17,352
18.01.2019,Google Adwords,New General Campaign - GRE - Mobile,9,259
18.01.2019,Google Adwords,New General Campaign - HKG - Desktop,3,141
18.01.2019,Google Adwords,New General Campaign - HKG - Mobile,2,99
18.01.2019,Google Adwords,New General Campaign - HUN - Desktop,3,118
18.01.2019,Google Adwords,New General Campaign - HUN - Mobile,5,87
18.01.2019,Google Adwords,New General Campaign - IND - Desktop,93,2405
18.01.2019,Google Adwords,New General Campaign - IND - Mobile,391,3314
18.01.2019,Google Adwords,New General Campaign - IRE - Desktop,6,142
18.01.2019,Google Adwords,New General Campaign - IRE - Mobile,8,177
18.01.2019,Google Adwords,New General Campaign - ISR - Desktop,4,75
18.01.2019,Google Adwords,New General Campaign - ISR - Mobile,4,84
18.01.2019,Google Adwords,New General Campaign - ITA - Desktop,35,835
18.01.2019,Google Adwords,New General Campaign - ITA - Mobile,44,875
18.01.2019,Google Adwords,New General Campaign - JPN - Desktop,1,54
18.01.2019,Google Adwords,New General Campaign - JPN - Mobile,1,2
18.01.2019,Google Adwords,New General Campaign - Latin - Desktop,32,1495
18.01.2019,Google Adwords,New General Campaign - Latin - Mobile,25,959
18.01.2019,Google Adwords,New General Campaign - MAL - Desktop,9,243
18.01.2019,Google Adwords,New General Campaign - MAL - Mobile,38,803
18.01.2019,Google Adwords,New General Campaign - NEL - Desktop,8,143
18.01.2019,Google Adwords,New General Campaign - NEL - Mobile,5,32
18.01.2019,Google Adwords,New General Campaign - NOR - Desktop,8,193
18.01.2019,Google Adwords,New General Campaign - NOR - Mobile,2,107
18.01.2019,Google Adwords,New General Campaign - NZE - Desktop,1,101
18.01.2019,Google Adwords,New General Campaign - OMA - Desktop,1,30
18.01.2019,Google Adwords,New General Campaign - OMA - Mobile,8,85
18.01.2019,Google Adwords,New General Campaign - POL - Desktop,13,512
18.01.2019,Google Adwords,New General Campaign - POL - Mobile,17,343
18.01.2019,Google Adwords,New General Campaign - POR - Desktop,9,210
18.01.2019,Google Adwords,New General Campaign - POR - Mobile,12,1583
18.01.2019,Google Adwords,New General Campaign - Rest - Desktop,79,1492
18.01.2019,Google Adwords,New General Campaign - Rest - Mobile,170,1846
18.01.2019,Google Adwords,New General Campaign - ROM - Desktop,22,708
18.01.2019,Google Adwords,New General Campaign - ROM - Mobile,22,487
18.01.2019,Google Adwords,New General Campaign - RUS - Desktop,9,442
18.01.2019,Google Adwords,New General Campaign - RUS - Mobile,10,269
18.01.2019,Google Adwords,New General Campaign - SAU - Desktop,12,297
18.01.2019,Google Adwords,New General Campaign - SAU - Mobile,24,346
18.01.2019,Google Adwords,New General Campaign - SKO - Desktop,6,86
18.01.2019,Google Adwords,New General Campaign - SKO - Mobile,1,14
18.01.2019,Google Adwords,New General Campaign - SLO - Desktop,2,160
18.01.2019,Google Adwords,New General Campaign - SLO - Mobile,3,89
18.01.2019,Google Adwords,New General Campaign - SWE - Desktop,10,355
18.01.2019,Google Adwords,New General Campaign - SWE - Mobile,4,68
18.01.2019,Google Adwords,New General Campaign - TAW - Desktop,10,270
18.01.2019,Google Adwords,New General Campaign - TAW - Mobile,3,103
18.01.2019,Google Adwords,New General Campaign - UAE - Desktop,13,189
18.01.2019,Google Adwords,New General Campaign - UAE - Mobile,23,376
18.01.2019,Google Adwords,New General Campaign - UK - Desktop,32,1624
18.01.2019,Google Adwords,New General Campaign - UK - Mobile,22,677
18.01.2019,Google Adwords,New General Campaign - USA - Desktop,38,1269
18.01.2019,Google Adwords,New General Campaign - USA - Mobile,64,1672
18.01.2019,Google Analytics,B2B - Leads,10,553
18.01.2019,Google Analytics,GDN MSK - Push New,403,41759
18.01.2019,Google Analytics,GDN Prospecting - App - Prio 1,6,4436
18.01.2019,Google Analytics,GDN Prospecting - App - Prio 2,680,31496
18.01.2019,Google Analytics,GDN Prospecting - Desktop - India,93,74332
18.01.2019,Google Analytics,GDN Prospecting - Desktop - Prio 1,35,15255
18.01.2019,Google Analytics,GDN Prospecting - Desktop - Prio 2,74,56888
18.01.2019,Google Analytics,GDN Prospecting - Desktop - Prio 3,150,123497
18.01.2019,Google Analytics,GDN Prospecting - Interstitials - Prio 1,1,33
18.01.2019,Google Analytics,GDN Prospecting - Interstitials - Prio 2,55,26772
18.01.2019,Google Analytics,GDN Prospecting - Mobile - Prio 1,19,2638
18.01.2019,Google Analytics,GDN Prospecting - Mobile - Prio 2,61,10182
18.01.2019,Google Analytics,GDN - Right Heart Push New,6,1295
18.01.2019,Google Analytics,GDN RMKT - App - Prio 1,26,4071
18.01.2019,Google Analytics,GDN RMKT - App - Prio 2,16,931
18.01.2019,Google Analytics,GDN RMKT - Desktop - India,2,1510
18.01.2019,Google Analytics,GDN RMKT - Desktop - Prio 1,4,2366
18.01.2019,Google Analytics,GDN RMKT - Desktop - Prio 2,7,4099
18.01.2019,Google Analytics,GDN RMKT - Desktop - Prio 3,9,3246
18.01.2019,Google Analytics,GDN RMKT - Interstitials - Prio 1,11,1384
18.01.2019,Google Analytics,GDN RMKT - Interstitials - Prio 2,9,545
18.01.2019,Google Analytics,GDN RMKT - Mobile - Prio 1,25,1471
18.01.2019,Google Analytics,GDN RMKT - Mobile - Prio 2,37,4134
18.01.2019,Google Analytics,GDN - Smart Display - Prio 1,72,6449
18.01.2019,Google Analytics,GDN Vascular - Push,8,500
18.01.2019,Google Analytics,New General Campaign - Africa - Desktop,17,476
18.01.2019,Google Analytics,New General Campaign - Africa - Mobile,83,1136
18.01.2019,Google Analytics,New General Campaign - Arab - Desktop,4,18
18.01.2019,Google Analytics,New General Campaign - Arab - Mobile,9,81
18.01.2019,Google Analytics,New General Campaign - Asia - Desktop,7,140
18.01.2019,Google Analytics,New General Campaign - Asia - Mobile,9,129
18.01.2019,Google Analytics,New General Campaign - AUS - Desktop,13,685
18.01.2019,Google Analytics,New General Campaign - AUS - Mobile,19,509
18.01.2019,Google Analytics,New General Campaign - AUT - Desktop,15,644
18.01.2019,Google Analytics,New General Campaign - AUT - Mobile,15,409
18.01.2019,Google Analytics,New General Campaign - BEL - Desktop,10,222
18.01.2019,Google Analytics,New General Campaign - BEL - Mobile,2,95
18.01.2019,Google Analytics,New General Campaign - BUL - Desktop,7,203
18.01.2019,Google Analytics,New General Campaign - BUL - Mobile,12,234
18.01.2019,Google Analytics,New General Campaign - CAN - Desktop,10,423
18.01.2019,Google Analytics,New General Campaign - CAN - Mobile,28,935
18.01.2019,Google Analytics,New General Campaign - CH - Desktop,6,181
18.01.2019,Google Analytics,New General Campaign - CH - Mobile,3,81
18.01.2019,Google Analytics,New General Campaign - CRO - Desktop,6,182
18.01.2019,Google Analytics,New General Campaign - CRO - Mobile,11,226
18.01.2019,Google Analytics,New General Campaign - CZE - Desktop,7,378
18.01.2019,Google Analytics,New General Campaign - CZE - Mobile,5,132
18.01.2019,Google Analytics,New General Campaign - DEN - Desktop,6,187
18.01.2019,Google Analytics,New General Campaign - ESP - Desktop,8,657
18.01.2019,Google Analytics,New General Campaign - ESP - Mobile,7,171
18.01.2019,Google Analytics,New General Campaign - Europe - Desktop,47,1563
18.01.2019,Google Analytics,New General Campaign - Europe - Mobile,67,1011
18.01.2019,Google Analytics,New General Campaign - FIN - Desktop,3,247
18.01.2019,Google Analytics,New General Campaign - FIN - Mobile,2,50
18.01.2019,Google Analytics,New General Campaign - FRA - Desktop,11,555
18.01.2019,Google Analytics,New General Campaign - FRA - Mobile,22,330
18.01.2019,Google Analytics,New General Campaign - GER - Desktop,35,1648
18.01.2019,Google Analytics,New General Campaign - GER - Mobile,80,2065
18.01.2019,Google Analytics,New General Campaign - GRE - Desktop,17,352
18.01.2019,Google Analytics,New General Campaign - GRE - Mobile,9,259
18.01.2019,Google Analytics,New General Campaign - HKG - Desktop,3,141
18.01.2019,Google Analytics,New General Campaign - HKG - Mobile,2,99
18.01.2019,Google Analytics,New General Campaign - HUN - Desktop,3,118
18.01.2019,Google Analytics,New General Campaign - HUN - Mobile,5,87
18.01.2019,Google Analytics,New General Campaign - IND - Desktop,93,2405
18.01.2019,Google Analytics,New General Campaign - IND - Mobile,391,3314
18.01.2019,Google Analytics,New General Campaign - IRE - Desktop,6,142
18.01.2019,Google Analytics,New General Campaign - IRE - Mobile,8,177
18.01.2019,Google Analytics,New General Campaign - ISR - Desktop,4,75
18.01.2019,Google Analytics,New General Campaign - ISR - Mobile,4,84
18.01.2019,Google Analytics,New General Campaign - ITA - Desktop,35,835
18.01.2019,Google Analytics,New General Campaign - ITA - Mobile,44,875
18.01.2019,Google Analytics,New General Campaign - JPN - Desktop,1,54
18.01.2019,Google Analytics,New General Campaign - JPN - Mobile,1,2
18.01.2019,Google Analytics,New General Campaign - Latin - Desktop,32,1495
18.01.2019,Google Analytics,New General Campaign - Latin - Mobile,25,959
18.01.2019,Google Analytics,New General Campaign - MAL - Desktop,9,243
18.01.2019,Google Analytics,New General Campaign - MAL - Mobile,38,803
18.01.2019,Google Analytics,New General Campaign - NEL - Desktop,8,143
18.01.2019,Google Analytics,New General Campaign - NEL - Mobile,5,32
18.01.2019,Google Analytics,New General Campaign - NOR - Desktop,8,193
18.01.2019,Google Analytics,New General Campaign - NOR - Mobile,2,107
18.01.2019,Google Analytics,New General Campaign - NZE - Desktop,1,101
18.01.2019,Google Analytics,New General Campaign - OMA - Desktop,1,30
18.01.2019,Google Analytics,New General Campaign - OMA - Mobile,8,85
18.01.2019,Google Analytics,New General Campaign - POL - Desktop,13,512
18.01.2019,Google Analytics,New General Campaign - POL - Mobile,17,343
18.01.2019,Google Analytics,New General Campaign - POR - Desktop,9,210
18.01.2019,Google Analytics,New General Campaign - POR - Mobile,12,1583
18.01.2019,Google Analytics,New General Campaign - Rest - Desktop,79,1492
18.01.2019,Google Analytics,New General Campaign - Rest - Mobile,170,1846
18.01.2019,Google Analytics,New General Campaign - ROM - Desktop,22,708
18.01.2019,Google Analytics,New General Campaign - ROM - Mobile,22,487
18.01.2019,Google Analytics,New General Campaign - RUS - Desktop,9,442
18.01.2019,Google Analytics,New General Campaign - RUS - Mobile,10,269
18.01.2019,Google Analytics,New General Campaign - SAU - Desktop,12,297
18.01.2019,Google Analytics,New General Campaign - SAU - Mobile,24,346
18.01.2019,Google Analytics,New General Campaign - SKO - Desktop,6,86
18.01.2019,Google Analytics,New General Campaign - SKO - Mobile,1,14
18.01.2019,Google Analytics,New General Campaign - SLO - Desktop,2,160
18.01.2019,Google Analytics,New General Campaign - SLO - Mobile,3,89
18.01.2019,Google Analytics,New General Campaign - SWE - Desktop,10,355
18.01.2019,Google Analytics,New General Campaign - SWE - Mobile,4,68
18.01.2019,Google Analytics,New General Campaign - TAW - Desktop,10,270
18.01.2019,Google Analytics,New General Campaign - TAW - Mobile,3,103
18.01.2019,Google Analytics,New General Campaign - UAE - Desktop,13,189
18.01.2019,Google Analytics,New General Campaign - UAE - Mobile,23,376
18.01.2019,Google Analytics,New General Campaign - UK - Desktop,32,1624
18.01.2019,Google Analytics,New General Campaign - UK - Mobile,22,677
18.01.2019,Google Analytics,New General Campaign - USA - Desktop,38,1269
18.01.2019,Google Analytics,New General Campaign - USA - Mobile,64,1672
18.01.2019,Mailchimp,Funnel 166 - Abdominal BachelorClass - #2,6,
18.01.2019,Mailchimp,Funnel 166 - Echo BachelorClass- #2,16,
18.01.2019,Mailchimp,Funnel 166 - Echo Masterclass - #2,6,
18.01.2019,Mailchimp,Funnel 166 - Emergency BachelorClass - #2,2,
18.01.2019,Mailchimp,Funnel 166 - Multi Funnel - #2,24,
18.01.2019,Mailchimp,Funnel 166 - Musculoskeletal BachelorClass- #2,8,
18.01.2019,Mailchimp,Funnel 166 - Pediatric BachelorClass  - #2,4,
18.01.2019,Mailchimp,Funnel 166 - POCUS FocusClass- #2,2,
18.01.2019,Mailchimp,Funnel 166 - Speckle Tracking Masterclass - #2,4,
18.01.2019,Mailchimp,Funnel 166 - TEE MasterClass - #2,1,
18.01.2019,Mailchimp,Funnel 166 - Vascular Lower Extremity BachelorClass - #2,2,
18.01.2019,Mailchimp,Monthly Newsletter | January 2019,1250,
